Media,BT_Score,Std_Error,Rating
Fears: Unknowns,116.26,0.3431,3
Language: Loan words,116.04,0.3431,3
Worries: Society,115.9,0.3431,3
Beliefs: Firm or fundamental,115.89,0.3431,3
Changes: Organization of life,115.88,0.3431,3
Fears: Manipulation,115.86,0.3431,3
Beauty: Musical,115.86,0.3431,3
Predictions and guesses: Phenomena,115.8,0.3431,3
Childhood: Funny things,115.66,0.3431,3
Beauty: In nature,115.49,0.3431,3
Predictions and guesses: Divergence,115.3,0.3431,3
Worries: Deception,115.08,0.3431,3
Books: Meanings,115.01,0.3431,3
Day's happenings: Discoveries,115.0,0.3431,3
Fears: Economic depression,114.82,0.3431,3
Childhood: Upbringing,114.65,0.3431,3
Childhood: Pets,114.5,0.3431,3
Childhood: Own personality,114.14,0.3431,3
Beliefs: Logic,113.96,0.3431,3
Language: Unusual words,113.87,0.3431,3
Love: Suggestions and advice,113.53,0.3431,3
Truth and falsehood,113.44,0.3431,3
Meanings,113.24,0.3431,3
Fears: Irrelevance,113.11,0.3431,3
Errors: Innovating,113.04,0.3431,3
Beliefs: New,113.02,0.3431,3
Observations: Mores or habits,112.91,0.3431,3
Fears: Revolutionary change,112.21,0.3431,3
Language: Own coinages,112.13,0.3431,3
Day's happenings: Humor,112.12,0.3431,3
Errors: Estimating,111.97,0.3431,3
Day's happenings: Encounters,111.64,0.3431,3
Fears: Humiliation,111.56,0.3431,3
Love: Stories,111.52,0.3431,3
Finest moments: Thoughts,111.22,0.3431,3
Tastes: Morals,110.99,0.3431,3
Funny experiences: Cooking,110.93,0.3431,3
Films: Message,110.72,0.3431,3
Changes: Ideas,109.62,0.3431,3
Observations: Deceptions,109.59,0.3431,3
Predictions and guesses: Behavior,109.18,0.3431,3
Fears: Normlessness,109.13,0.3431,3
Errors: Motivating,108.79,0.3431,3
Fears: Legitimacy and illegitimacy,108.64,0.3431,3
Funny experiences: Challenging,108.45,0.3431,3
Worries: Present,108.38,0.3431,3
Predictions and guesses: Meaning,107.85,0.3431,3
Language: Irregularities,107.82,0.3431,3
Funny experiences: Driving,107.77,0.3431,3
Predictions and guesses: Mechanism,107.39,0.3431,3
Predictions and guesses: Origin,107.1,0.3431,3
Love: Alternative courses,106.91,0.3431,3
Worries: Misperception,106.66,0.3431,3
Films: Dialog,105.57,0.3431,3
Childhood: Crises and traumas,105.09,0.3431,3
Funny experiences: Common,105.07,0.3431,3
Language: Inconsistencies,104.62,0.3431,3
Funny experiences: Coincidences,104.49,0.3431,3
Fears: War,104.42,0.3431,3
Observations: Effects,104.3,0.3431,3
Errors: Patterns,104.16,0.3431,3
Errors: Problem solving,103.85,0.3431,3
Dreams: Bizarre,103.6,0.3431,3
Finest moments: Freedom,103.45,0.3431,3
Perspectives,103.27,0.3431,3
Childhood: Motivations,102.8,0.3431,3
Beliefs: Scientific,102.79,0.3431,3
Love: Crises,102.57,0.3431,3
Books: Desired,102.32,0.3431,3
Tastes: Music,102.29,0.3431,3
Progress,102.14,0.3431,3
Tastes: Historical periods,102.12,0.3431,3
Things never before discussed: Humiliations,101.96,0.3431,3
Beliefs: Interpretive,101.92,0.3431,3
Day's happenings: Creations,101.89,0.3431,3
Observations: Phenomena,101.76,0.3431,3
Funny experiences: Present,101.68,0.3431,3
Fears: Interrelations,101.56,0.3431,3
Errors: Medical diagnosis,101.53,0.3431,3
Errors: Experimentation,101.51,0.3431,3
Things never before discussed: Relationships,101.34,0.3431,3
Dreams: Own,101.21,0.3431,3
Books: Future plans,101.2,0.3431,3
Mysteries,100.91,0.3431,3
Finest moments: Family,100.87,0.3431,3
Beliefs: Evolution,100.69,0.3431,3
Language: Etymology,100.52,0.3431,3
Love: Lessons,100.37,0.3431,3
Language: Limitations,100.21,0.3431,3
Fears: Shared with the other person,100.19,0.3431,3
Childhood: Ambitions goals and plans,99.98,0.3431,3
Changes: Aims,99.93,0.3431,3
Fears: Misaction,99.9,0.3431,3
Love: Costs,99.74,0.3431,3
Predictions and guesses: Present,99.53,0.3431,3
Language: Ancient,99.42,0.3431,3
Fears: Society's,99.22,0.3431,3
Love: Levels,99.15,0.3431,3
Dreams: Re: present,99.04,0.3431,3
Childhood: Oddities,98.98,0.3431,3
Funny experiences: Romantic,98.94,0.3431,3
Well-being,98.83,0.3431,3
Funny experiences: Other person's,98.78,0.3431,3
Human nature,98.68,0.3431,3
Language: Word play,98.67,0.3431,3
Beliefs: Philosophic,98.4,0.3431,3
Observations: Design,98.31,0.3431,3
Funny experiences: Hobbies,98.3,0.3431,3
Errors: Historical,98.04,0.3431,3
Dreams: Daydreams,97.83,0.3431,3
Beauty: Personality,97.81,0.3431,3
Finest moments: Virtue,97.62,0.3431,3
Observations: Self,97.61,0.3431,3
Childhood: Wishes,97.56,0.3431,3
Love: Present,97.5,0.3431,3
Beliefs: Predictive,97.43,0.3431,3
Dreams: Symbolism,97.4,0.3431,3
Finest moments: Change,97.39,0.3431,3
Conflicts and disagreements: Solution,97.34,0.3431,3
Dreams: Nightmares,97.21,0.3431,3
Errors: Healthcare,97.06,0.3431,3
Dreams: Levels,96.86,0.3431,3
Observations: Symmetries,96.85,0.3431,3
Ideals,96.69,0.3431,3
Dreams,96.61,0.3431,3
Things never before discussed: Disappointments,96.57,0.3431,3
Fears: Degradation,96.56,0.3431,3
Childhood: Self-mastery,96.47,0.3431,3
Childhood: Misunderstandings,96.39,0.3431,3
Funny experiences: School,96.27,0.3431,3
Observations: Creatures,96.26,0.3431,3
Fears: Exploitation,96.14,0.3431,3
Beliefs: Comparisons,96.14,0.3431,3
Language: Combinations,95.97,0.3431,3
Things never before discussed: Criticisms,95.94,0.3431,3
Films: Imagined,95.72,0.3431,3
Observations: Beauty and ugliness,95.56,0.3431,3
Significance of events,95.55,0.3431,3
Tastes: Theories and ideas,95.55,0.3431,3
Errors: Improvising,95.44,0.3431,3
Strategy,95.3,0.3431,3
Dreams: Places,95.29,0.3431,3
The other person,95.28,0.3431,3
Concepts,95.14,0.3431,3
Beauty: Heterodox or controversial,94.97,0.3431,3
Observations: Functions,94.8,0.3431,3
Language: Pet expressions,94.53,0.3431,3
Changes: Relationships,93.91,0.3431,3
Language,93.87,0.3431,3
Dreams: Recurring,93.79,0.3431,3
Fears: Cause and bases,93.57,0.3431,3
Worries: Values,93.52,0.3431,3
Conflicts and disagreements: Importance,93.48,0.3431,3
Day's happenings: Evolutions and developments,93.47,0.3431,3
Childhood: Mentors,93.4,0.3431,3
Dreams: Persons,93.13,0.3431,3
Day's happenings: Reactions,92.92,0.3431,3
Worries: Abuse,92.65,0.3431,3
Dreams: Themes,92.57,0.3431,3
Books: Surprising,92.44,0.3431,3
Childhood: Nature,92.0,0.3431,3
Language: Connotations,91.91,0.3431,3
Beliefs: Alternative,91.89,0.3431,3
Childhood: Transitions,91.87,0.3431,3
Fears: Divorce,91.44,0.3431,3
Funny experiences: Lengthy or ongoing,91.0,0.3431,3
Things never before discussed: Possessions,90.96,0.3431,3
Language: Comparisons,90.85,0.3431,3
Observations: The other,90.83,0.3431,3
Books: Messages,90.68,0.3431,3
Fears: Deprivation,90.65,0.3431,3
Day's happenings: Surprise,90.61,0.3431,3
Funny experiences: Dangerous,90.42,0.3431,3
Predictions and guesses: Self,90.31,0.3431,3
Beliefs: Societal,89.76,0.3431,3
Dreams: Best,89.72,0.3431,3
Love: Meetings,89.69,0.3431,3
Goals,88.75,0.3431,3
Worries: Rejection,88.14,0.3431,3
One's research,88.05,0.3431,3
Day's happenings: Travel,87.91,0.3431,3
Worries: Paradoxes,86.92,0.3431,3
Errors: Importance,86.62,0.3431,3
Language: Expressions,86.38,0.3431,3
Things never before discussed: Hates,86.29,0.3431,3
Things never before discussed: Beliefs,85.89,0.3431,3
Fears: Nihilism,85.81,0.3431,3
Fears: Overburdening,85.73,0.3431,3
Worries: Sanity,85.66,0.3431,3
Worries: Forgetting,85.43,0.3431,3
Books: Interest,85.31,0.3431,3
Insights,85.16,0.3431,3
Fears: Bereavement,85.04,0.3431,3
Changes: Friendships,84.99,0.3431,3
Errors: Romance,84.98,0.3431,3
Funny experiences: Lucky,84.65,0.3431,3
Errors: Interpretation,84.43,0.3431,3
Observations: Games,84.39,0.3431,3
Funny experiences: Own pranks,84.27,0.3431,3
Errors: Correlation,84.15,0.3431,3
Language: Songs,83.05,0.3431,3
Observations: Differences,83.03,0.3431,3
Language: Style and styles,82.98,0.3431,3
Errors: Logic,82.39,0.3431,3
Day's happenings: Complexities,82.3,0.3431,3
Childhood: Creations,82.28,0.3431,3
Fears: Unpreparedness,82.25,0.3431,3
Beliefs: Child-raising,81.81,0.3431,3
Books: Recommended,81.8,0.3431,3
Love: Wishes,81.69,0.3431,3
Predictions and guesses: Associations,81.24,0.3431,3
Day's happenings: Memories,81.11,0.3431,3
Fears: Disclosure of secrets,81.07,0.3431,3
Funny experiences: Cognitive,81.03,0.3431,3
Changes: Values,80.99,0.3431,3
Language: Foreign,80.94,0.3431,3
Funny experiences: Chore-related,80.93,0.3431,3
Love: Fantasies,80.91,0.3431,3
Changes: Psychology,80.71,0.3431,3
Predictions and guesses: Precognitum,80.38,0.3431,3
Finest moments: Luck,80.16,0.3431,3
Tastes: Food and restaurants,80.15,0.3431,3
Love: Symptoms,80.06,0.3431,3
Private knowledge,80.03,0.3431,3
Predictions and guesses: Future,80.03,0.3431,3
Dreams: Events,79.46,0.3431,3
Day's happenings: Opportunities,79.39,0.3431,3
Fears: Unforeseeables,79.16,0.3431,3
Day's happenings: Achievements,79.15,0.3431,3
Childhood: Failures,79.14,0.3431,3
Beliefs: Critical,79.06,0.3431,3
Changes: Habits,79.06,0.3431,3
Finest moments: Spiritual,79.02,0.3431,3
Finest moments: Vindication,79.01,0.3431,3
Things never before discussed: Quirks,79.01,0.3431,3
Conflicts and disagreements: Inclusion,78.9,0.3431,3
Dreams: Sequences,78.85,0.3431,3
Worries: Autonomy,78.83,0.3431,3
Funny experiences,78.64,0.3431,3
Beauty: Nature of,78.63,0.3431,3
Language: Phrases,78.61,0.3431,3
Finest moments: Responsibility,78.45,0.3431,3
Finest moments: Peace,78.34,0.3431,3
Love: Illusions,78.22,0.3431,3
Love: Plans and intentions,78.21,0.3431,3
Language: Statements and quotes,78.13,0.3431,2
Books: Value,77.94,0.3431,2
Predictions and guesses: Importance,77.83,0.3431,2
Childhood: Hobbies,77.63,0.3431,2
Observations: Gestures,77.61,0.3431,2
Childhood: Struggles,77.6,0.3431,2
Finest moments: Creation,77.57,0.3431,2
Fears: Insanity,77.57,0.3431,2
Predictions and guesses: Beliefs,77.42,0.3431,2
Errors: Decision making,77.39,0.3431,2
Love: Chronology,77.35,0.3431,2
Fears: Arbitrariness,77.28,0.3431,2
Childhood: Beliefs,77.19,0.3431,2
Films: Atmospheres,77.14,0.3431,2
Predictions and guesses: Surprise,77.05,0.3431,2
Language: Mannerisms,76.91,0.3431,2
Language: Funny words,76.87,0.3431,2
Conflicts and disagreements: Child rearing,76.86,0.3431,2
Conflicts and disagreements: Morality,76.68,0.3431,2
Fears: Deceit,76.66,0.3431,2
Day's happenings: Coincidences,76.61,0.3431,2
Errors: Study and learning,76.5,0.3431,2
Dreams: Things,76.46,0.3431,2
Fears: Corruption,76.45,0.3431,2
Beliefs: Heterodox,76.44,0.3431,2
Day's happenings: Dreams,76.2,0.3431,2
Language: Nonsense words,76.1,0.3431,2
Language: New words,75.79,0.3431,2
Changes: Plans,75.73,0.3431,2
Changes: Tastes,75.7,0.3431,2
Beliefs: Educational,75.59,0.3431,2
Books: Reading,75.58,0.3431,2
Fears: Retirement,75.57,0.3431,2
Tradeoffs,75.54,0.3431,2
Childhood: Help,75.52,0.3431,2
Beliefs: History's,75.42,0.3431,2
Observations: Repetitions,75.32,0.3431,2
Love: Thoughts,75.27,0.3431,2
Dreams: Shapes,75.21,0.3431,2
Fears: Miscalculation,75.15,0.3431,2
Funny experiences: Undignified,75.14,0.3431,2
Childhood: Lessons,75.12,0.3431,2
Books: Childhood,74.96,0.3431,2
Books: Stories,74.93,0.3431,2
Childhood: Needs,74.92,0.3431,2
Beliefs: Corollaries,74.88,0.3431,2
Finest moments: Recent,74.8,0.3431,2
Errors: Planning,74.52,0.3431,2
Books: Characters,74.43,0.3431,2
Childhood: Daydreams,74.42,0.3431,2
Language: Sayings,74.33,0.3431,2
Language: Idioms,74.25,0.3431,2
Books: Read,74.1,0.3431,2
Observations: Problems,73.98,0.3431,2
Opportunities,73.85,0.3431,2
Language: Literature,73.6,0.3431,2
Errors: Social interaction,73.52,0.3431,2
Predictions and guesses: Motive,73.4,0.3431,2
Childhood: Rites of passage,73.27,0.3431,2
Reasons for things,73.19,0.3431,2
Worries: One's kids,73.17,0.3431,2
Errors: Science,73.13,0.3431,2
Dreams: Re: past,73.06,0.3431,2
Language: Figures of speech,73.03,0.3431,2
Books: Imaginary,72.88,0.3431,2
Beliefs: Current events,72.82,0.3431,2
Dimensions,72.72,0.3431,2
Beliefs: Present,72.56,0.3431,2
Observations: Asymmetries,72.56,0.3431,2
Changes: Interests,72.42,0.3431,2
Beliefs: Historical,72.42,0.3431,2
Observations: Niches,72.41,0.3431,2
Thanks,72.16,0.3431,2
Books: Humor and recreational,72.07,0.3431,2
Observations: Independences,72.03,0.3431,2
Love: Risks,71.97,0.3431,2
Day's happenings: Improvements and worsenings,71.94,0.3431,2
Pets,71.81,0.3431,2
Fears: Failure,71.81,0.3431,2
Childhood: Fears,71.7,0.3431,2
Films: Relationships,71.45,0.3431,2
Love: Errors,71.45,0.3431,2
Fears: Responsibility,71.43,0.3431,2
Childhood: Achievements,71.4,0.3431,2
Tastes: Visual art,71.34,0.3431,2
Fears: Spouse's,71.29,0.3431,2
Changes: Home life,71.21,0.3431,2
Errors: Helping,71.15,0.3431,2
Beauty: Voice,71.14,0.3431,2
Speculations,71.02,0.3431,2
Worries: World events,70.93,0.3431,2
Language: Word games,70.93,0.3431,2
Worries: Misrepresentation,70.87,0.3431,2
Finest moments,70.71,0.3431,2
Worries: Self,70.7,0.3431,2
Childhood: Virtues and good deeds,70.66,0.3431,2
Observations: Comfort and satisfaction,70.56,0.3431,2
Love: Fallacies,70.51,0.3431,2
Day's happenings: Mental life,70.46,0.3431,2
Impressions,70.42,0.3431,2
Day's happenings: Value,70.37,0.3431,2
Love: Problems,70.35,0.3431,2
Childhood: Parents,70.35,0.3431,2
Love: Importance,70.18,0.3431,2
Day's happenings: Stories,70.07,0.3431,2
Tastes: Cities,69.99,0.3431,2
Errors: Responding to emergencies,69.94,0.3431,2
Observations: Speech,69.91,0.3431,2
Predictions and guesses: Ability,69.9,0.3431,2
Chance and fortune,69.88,0.3431,2
Worries: Character,69.73,0.3431,2
Errors: Crisis management and resolution,69.61,0.3431,2
Interests,69.46,0.3431,2
Day's happenings: Transformations,69.28,0.3431,2
Worries: Future,69.18,0.3431,2
Worries: Family,69.17,0.3431,2
Love: Past,69.14,0.3431,2
Fears: Inferiority,68.88,0.3431,2
Love,68.59,0.3431,2
Observations: Reactions,68.55,0.3431,2
Hobbies,68.35,0.3431,2
One's relationship with the other person,68.32,0.3431,2
Day's happenings: Metaphors,68.25,0.3431,2
Fears: Indifference,68.21,0.3431,2
Oddities,68.12,0.3431,2
Language: Needs,68.08,0.3431,2
Fears: Financial reversal,68.03,0.3431,2
Challenges,67.99,0.3431,2
Love: Eros,67.96,0.3431,2
Childhood: Imperfections,67.9,0.3431,2
Fears: Present,67.85,0.3431,2
Observations: Oddities,67.75,0.3431,2
Observations: Unities,67.73,0.3431,2
Fears: Pathogenic industry,67.63,0.3431,2
Childhood: Near-things,67.58,0.3431,2
Lessons,67.15,0.3431,2
Love: Lovers described,66.93,0.3431,2
Worries: Progress and decay,66.85,0.3431,2
Appearances: Future,66.79,0.3431,2
Philosophy,66.22,0.3431,2
Dreams: Types,66.22,0.3431,2
Language: Names,65.87,0.3431,2
Funny experiences: Spouse,65.56,0.3431,2
Predictions and guesses: Path,65.48,0.3431,2
Observations: Fundamentals,65.47,0.3431,2
Finest moments: Private,65.21,0.3431,2
Books: Same subject or theme,64.68,0.3431,2
Errors: Appreciating,64.67,0.3431,2
Language: Teaching,64.53,0.3431,2
Conflicts and disagreements: Belief,64.35,0.3431,2
Predictions and guesses: Decision,64.34,0.3431,2
Science,64.19,0.3431,2
Love: Other person's,64.09,0.3431,2
Errors: Prediction,64.06,0.3431,2
Childhood: Development,63.65,0.3431,2
Love: One's own,63.57,0.3431,2
Childhood: Finest moments,63.52,0.3431,2
Worries: Failure,63.45,0.3431,2
Observations: Mistakes,63.29,0.3431,2
Rivalries: Friends,63.24,0.3431,2
Love: Events,62.93,0.3431,2
Beliefs: Parents',62.73,0.3431,2
Changes: Reading,62.7,0.3431,2
Changes: Hobbies,62.43,0.3431,2
Things never before discussed: Random,62.14,0.3431,2
Dreams: Past,61.96,0.3431,2
Observations: Synergisms,61.29,0.3431,2
Films: Synthesis,60.73,0.3431,2
Errors: Mate selection and courtship,60.73,0.3431,2
Errors: Transformed,60.39,0.3431,2
Fears: Incapacitation,60.36,0.3431,2
Day's happenings: Lessons,59.88,0.3431,2
Errors: Collaborating,59.85,0.3431,2
Love: Lovers' words,59.46,0.3431,2
