Media,BT_Score,Std_Error,Rating
Finest moments: Discovery,102.06,0.341,3
Anecdotes,102.03,0.341,3
Language: Style and styles,101.8,0.341,3
Things never before discussed: Experiences,101.76,0.341,3
Love: Forces,101.69,0.341,3
Books: Recommended,101.2,0.341,3
Beliefs: Child-raising,101.08,0.341,3
Reasons for things,100.86,0.341,3
Day's happenings: Purposes and motives,100.67,0.341,3
Finest moments: Cooperation,100.49,0.341,3
Changes: Aims,100.29,0.341,3
Love: Types,100.11,0.341,3
Language: Books on,99.96,0.341,3
Childhood,99.9,0.341,3
Beliefs: Comparisons,99.85,0.341,3
Worries: Paradoxes,99.73,0.341,3
Dreams: Experiments,99.41,0.341,3
Finest moments: Change,99.4,0.341,3
Funny experiences: Undignified,99.25,0.341,3
Worries: Misinformation,99.21,0.341,3
Language: Applications,99.2,0.341,3
Beliefs: Scientific,98.92,0.341,3
Reflections,98.74,0.341,3
Worries: Ignorance,98.74,0.341,3
Finest moments: Aesthetic,98.71,0.341,3
Worries: Family,98.56,0.341,3
Personal news,98.41,0.341,3
Fears: Ecological havoc,98.2,0.341,3
Observations: Mores or habits,98.17,0.341,3
Childhood: Struggles,98.11,0.341,3
Childhood: Mental health,97.99,0.341,3
Language: Rhetoric and oratory,97.96,0.341,3
Childhood: Experiments,97.82,0.341,3
Fears: Own,97.79,0.341,3
Observations: Beauty and ugliness,97.75,0.341,3
Conflicts and disagreements: Solutions,97.65,0.341,3
Errors: Questioning,97.49,0.341,3
Changes: Views,97.4,0.341,3
Predictions and guesses: Beliefs,97.39,0.341,3
Observations: Opportunities,97.29,0.341,3
Fears: Nihilism,97.28,0.341,3
Love: After effects,97.21,0.341,3
Books: Raison d'etre,97.17,0.341,3
Language: Situations,97.15,0.341,3
Fears: Irrelevance,97.06,0.341,3
Clarifications,96.82,0.341,3
Language: Unusual words,96.71,0.341,3
Day's happenings: Well-being or health,96.68,0.341,3
Fears: Quieting or mastering,96.67,0.341,3
Day's happenings: Opportunities,96.39,0.341,3
Funny experiences: Group,96.34,0.341,3
Funny experiences: Travel,96.3,0.341,3
Conflicts and disagreements: Solution,96.02,0.341,3
Observations: Phenomena,95.94,0.341,3
Errors: Perfectibility (sans),95.93,0.341,3
Love: Childhood,95.72,0.341,3
Appearances: Illusory and delusory,95.71,0.341,3
Predictions and guesses: Invention,95.71,0.341,3
Childhood: Favorites,95.7,0.341,3
Changes: Organization of life,95.67,0.341,3
Worries: Assumptions,95.67,0.341,3
Observations: Niches,95.56,0.341,3
Thoughts,95.35,0.341,3
Meanings,95.31,0.341,3
Conflicts and disagreements: Effects,95.18,0.341,3
Worries: Misunderstanding,95.16,0.341,3
Beauty: Intellect,95.12,0.341,3
Worries: Limits and weaknesses,94.93,0.341,3
Love: Stages,94.8,0.341,3
Childhood: Nature,94.8,0.341,3
Fears: Interrelations,94.78,0.341,3
Errors: Prevention,94.6,0.341,3
Childhood: Acts and deeds,94.52,0.341,3
Conflicts and disagreements: Problem,94.44,0.341,3
Day's happenings: Worries and concerns,94.44,0.341,3
Worries: Changes,94.3,0.341,3
Beliefs: Society's,94.21,0.341,3
Finest moments: Travel,94.08,0.341,3
Childhood: Failures,93.6,0.341,3
Customs: Cooking,93.57,0.341,3
Beliefs: History's,93.55,0.341,3
Love: One's own,93.4,0.341,3
Things never before discussed: Attitudes,93.15,0.341,3
Language: Functions,93.13,0.341,3
Errors: Decision making,93.03,0.341,3
Day's happenings: Memories,92.85,0.341,3
Errors: Conversing,92.41,0.341,3
Quotations: Poem,92.4,0.341,3
Errors: Comforting or consoling,92.39,0.341,3
Observations: Diversity,92.3,0.341,3
Books: Humor and recreational,92.23,0.341,3
Books: Essays,92.22,0.341,3
Friends,92.1,0.341,3
Changes: Wants,91.97,0.341,3
Day's happenings: Mental life,91.82,0.341,3
Childhood: Omissions,91.71,0.341,3
Worries: Challenges,91.64,0.341,3
Worries: Rejection,91.63,0.341,3
Childhood: Stresses and strains,91.58,0.341,3
Childhood: Mentors,91.58,0.341,3
Books: Life works,91.54,0.341,3
Language: Computer language and programs,91.4,0.341,3
Childhood: Encounters,91.4,0.341,3
Day's happenings: Stresses and strains,91.33,0.341,3
Fears: Rejection,91.12,0.341,3
Language: New words,90.78,0.341,3
Worries: Trends and tendencies,90.35,0.341,3
Worries: Causes,90.28,0.341,3
Errors: Science,89.66,0.341,3
Love: Events,89.16,0.341,3
Books: Other's,89.01,0.341,3
Fears: Present,88.91,0.341,3
Love: Wants,88.74,0.341,3
Funny experiences: Challenging,87.9,0.341,3
Love: Future,87.53,0.341,3
Day's happenings: Evolutions and developments,87.26,0.341,3
Worries: How seen by others,86.79,0.341,3
Predictions and guesses: Interrelations,86.31,0.341,3
Predictions and guesses: Wisdom,86.27,0.341,3
Books: Fiction,86.2,0.341,3
Predictions and guesses: Truth,86.07,0.341,3
Errors: Nature,85.95,0.341,3
Childhood: Misunderstandings,85.88,0.341,3
Day's happenings: Encounters,85.61,0.341,3
Customs: Parents,85.39,0.341,3
Things never before discussed: Crises,85.28,0.341,3
Beliefs: Trends,85.14,0.341,3
Observations,84.88,0.341,3
Language: Onomatopoeia,84.87,0.341,3
Errors: Evaluation,84.58,0.341,3
Funny experiences: Friends,84.53,0.341,3
Dreams: Recurring,84.49,0.341,3
Things never before discussed: Quirks,84.27,0.341,3
Funny experiences,83.03,0.341,3
Things never before discussed: Vices,82.24,0.341,3
Worries: Motives,82.2,0.341,3
Childhood: Near-things,81.67,0.341,3
Beliefs: Artistic or aesthetic,80.72,0.341,3
Fears: Inferiority,80.65,0.341,3
Dimensions,80.57,0.341,3
Language: Irregularities,80.52,0.341,3
Love: Risks,80.48,0.341,3
Worries: Intelligence,80.2,0.341,3
Beliefs: Strategic,80.16,0.341,3
Language: Foreign,80.04,0.341,3
Finest moments: Thoughts,79.94,0.341,3
Childhood: Stories,79.45,0.341,3
Language: Teaching,79.19,0.341,3
Books: Content,79.01,0.341,3
Language: Own,78.83,0.341,3
Childhood: Help,78.81,0.341,3
Beliefs: Educational,78.11,0.341,3
Observations: Moments,78.01,0.341,3
Errors: Cultivating friends,78.01,0.341,3
Beauty: Nature of,77.77,0.341,3
Childhood: Transitions,77.51,0.341,3
Finest moments: Peace,77.44,0.341,3
Childhood: Daydreams,77.28,0.341,3
Needs,77.02,0.341,3
Observations: Synergisms,76.99,0.341,3
Childhood: Wishes,76.98,0.341,3
Day's happenings: The other's,76.94,0.341,3
Dreams,76.91,0.341,3
Worries: Decisions,76.9,0.341,3
Language: Songs,76.83,0.341,3
Childhood: Reversals,76.48,0.341,3
Books: Reading,76.4,0.341,3
Funny experiences: Other person's,76.38,0.341,3
Fears: Stagnation or retrogression,76.14,0.341,3
Fears: Unpreparedness,76.06,0.341,3
Observations: Discrepancies,75.88,0.341,3
Conflicts and disagreements: Belief,75.79,0.341,3
Childhood: Fights and conflicts,75.75,0.341,3
Language: Needs,75.48,0.341,3
Books: Structure,75.4,0.341,3
Childhood: Dreams,75.32,0.341,3
Dreams: Re: future,75.29,0.341,3
Childhood: Virtues and good deeds,75.28,0.341,3
Books: Symbols,75.05,0.341,3
Worries: Incompleteness,74.91,0.341,3
Conflicts and disagreements: Theme,74.77,0.341,3
Childhood: Games and play,74.64,0.341,3
Worries: Science and technology,74.6,0.341,3
Dreams: Present,74.6,0.341,3
Childhood: Solutions,74.57,0.341,3
Well-being,74.49,0.341,3
Worries: Self,74.42,0.341,3
Childhood: Reading,74.34,0.341,3
Conflicts and disagreements: Good or bad,74.23,0.341,3
Beliefs: Historical,74.1,0.341,3
Worries: Character,74.05,0.341,3
Finest moments: Nature,73.98,0.341,2
Worries: Failure,73.9,0.341,2
Theories,73.88,0.341,2
Worries: Choice,73.88,0.341,2
Childhood: Finest moments,73.82,0.341,2
Dreams: Other's,73.74,0.341,2
Language: Etymology,73.67,0.341,2
Errors: Universal and rare,73.52,0.341,2
Conflicts and disagreements: Importance,73.52,0.341,2
Love: Benefits,73.52,0.341,2
Worries: Stresses and strains,73.51,0.341,2
Films: Reflections,73.36,0.341,2
Goals,73.31,0.341,2
Dreams: Causes,73.24,0.341,2
Language: Names,73.18,0.341,2
Childhood: Decisions,73.13,0.341,2
Changes: Rest of family,73.13,0.341,2
Beauty: Heterodox or controversial,73.08,0.341,2
Worries: Effects,72.9,0.341,2
Books: Meanings,72.88,0.341,2
Childhood: Oddities,72.8,0.341,2
Books: Imaginary,72.76,0.341,2
Predictions and guesses: Self,72.62,0.341,2
Fears: Legitimacy and illegitimacy,72.54,0.341,2
Conflicts and disagreements: Concept,72.54,0.341,2
Finest moments: Exertion,72.48,0.341,2
Beauty: Architectural,72.47,0.341,2
Beauty: In nature,72.44,0.341,2
Fears: Past,72.43,0.341,2
Beliefs: Children's,72.34,0.341,2
Fears: Arbitrariness,72.31,0.341,2
Worries: Safety,72.26,0.341,2
Books: Characters,72.19,0.341,2
Books: Nonfiction,72.15,0.341,2
Fears: Aging and old age,72.0,0.341,2
Beliefs: Hypothetical,71.98,0.341,2
Funny experiences: Improbable,71.97,0.341,2
Worries: Behavior,71.86,0.341,2
Finest moments: Romantic,71.85,0.341,2
Worries: Education,71.85,0.341,2
Language: Literary criticism,71.72,0.341,2
Childhood: Situations,71.65,0.341,2
Worries: Misconception,71.59,0.341,2
Regrets,71.55,0.341,2
Fears: Effects,71.37,0.341,2
Love: Wishes,71.34,0.341,2
Fears: Exclusion,71.3,0.341,2
Predictions and guesses: Future,71.21,0.341,2
Conflicts and disagreements: Persistent,71.19,0.341,2
Dreams: Family's,71.12,0.341,2
Childhood: Self-mastery,71.12,0.341,2
Worries: Misperception,71.09,0.341,2
Books: Self-written diary or other,71.07,0.341,2
Observations: Design,71.02,0.341,2
Funny experiences: Spouse,71.02,0.341,2
Dreams: Thoughts,71.02,0.341,2
Language: Word games,70.86,0.341,2
Views of others,70.84,0.341,2
Childhood: Rites of passage,70.84,0.341,2
Worries: Thoughts,70.83,0.341,2
Funny experiences: Nature,70.79,0.341,2
Fears: Normlessness,70.74,0.341,2
Language: Vocabulary,70.72,0.341,2
Fears: Exploitation,70.67,0.341,2
Fears: Responsibility,70.67,0.341,2
Books: Childhood,70.38,0.341,2
Dreams: Places,70.37,0.341,2
Worries: Sanity,70.25,0.341,2
Conflicts and disagreements: With the other,69.78,0.341,2
Language: Sayings,69.7,0.341,2
Funny experiences: School,69.61,0.341,2
Day's happenings: Improvements and worsenings,69.52,0.341,2
Worries: Friends,69.42,0.341,2
Childhood: Homelife,69.38,0.341,2
Requests,69.36,0.341,2
Childhood: Travel,69.24,0.341,2
Dreams: Persons,69.2,0.341,2
Childhood: Hobbies,69.03,0.341,2
Errors: Innovating,68.98,0.341,2
Worries: Language,68.83,0.341,2
Failures,68.79,0.341,2
Conflicts and disagreements: Future,68.75,0.341,2
Conflicts and disagreements: Friend,68.74,0.341,2
Observations: Society,68.68,0.341,2
Books: Future plans,68.51,0.341,2
Day's happenings: Reactions,68.39,0.341,2
Day's happenings: Questions,68.14,0.341,2
Changes: Home life,67.97,0.341,2
Wonders,67.92,0.341,2
Love: Meetings,67.8,0.341,2
Worries: Own plans,67.76,0.341,2
Childhood: Attitudes,67.62,0.341,2
Fears: Incompetence,67.39,0.341,2
Love: Problems,67.24,0.341,2
Worries: Flaws,67.22,0.341,2
Predictions and guesses: Alternative,67.21,0.341,2
Observations: Qualities,67.0,0.341,2
Books: Desired,66.99,0.341,2
Childhood: Superstitions,66.91,0.341,2
Immediate family,66.89,0.341,2
Dreams: Childhood,66.55,0.341,2
Finest moments: Success,66.32,0.341,2
Funny experiences: Work,66.12,0.341,2
Childhood: Crises and traumas,66.1,0.341,2
Extraordinary individuals,65.95,0.341,2
Beliefs: Parents',65.75,0.341,2
Funny experiences: Future,65.73,0.341,2
Conflicts and disagreements: Parent,65.64,0.341,2
Childhood: Judgements of others (then),65.56,0.341,2
Significance of events,65.56,0.341,2
Childhood: Pets,65.38,0.341,2
Observations: Effects,65.2,0.341,2
Finest moments: Vindication,65.19,0.341,2
Dreams: Re: past,64.93,0.341,2
Books: Same subject or theme,64.82,0.341,2
Childhood: Development,64.76,0.341,2
Conflicts and disagreements: Explanation,64.7,0.341,2
Language: Synonyms,64.51,0.341,2
Stresses and strains,64.13,0.341,2
Day's happenings: Minor or major,64.06,0.341,2
Predictions and guesses: Strategy,63.99,0.341,2
Conflicts and disagreements: Childhood,63.85,0.341,2
Society,63.65,0.341,2
Dreams: Themes,63.5,0.341,2
Language: Funny words,63.39,0.341,2
Books: Histories,63.38,0.341,2
Worries: Abuse,63.31,0.341,2
Beauty: Relative,62.96,0.341,2
Language: Misnomers,62.85,0.341,2
Day's happenings: Conversations,62.69,0.341,2
Quotations: Conversations past,62.1,0.341,2
Books: Surprising,62.06,0.341,2
Love: Funny things,61.81,0.341,2
Childhood: Fears,61.8,0.341,2
Dreams: Everyone's,61.64,0.341,2
Books: Popularizations,61.29,0.341,2
Dreams: Past,60.97,0.341,2
Conflicts and disagreements: Self coworker,60.89,0.341,2
Changes: World events,60.72,0.341,2
Finest moments: Private,60.06,0.341,2
Worries: Too late,59.84,0.341,2
Beliefs: Practical,59.73,0.341,2
Errors: Instructing,59.67,0.341,2
Love: In the arts,59.18,0.341,2
Observations: Independences,59.14,0.341,2
Day's happenings: Family,59.04,0.341,2
Childhood: Errors,58.31,0.341,2
Changes: Economy,58.16,0.341,2
Childhood: Own personality,57.86,0.341,2
Fundamentals,57.86,0.341,2
Finest moments: Recent,57.54,0.341,2
Funny experiences: Common,57.4,0.341,2
Worries: Wrong approach,57.37,0.341,2
Worries: Role,57.07,0.341,2
Changes: Capacities,57.03,0.341,2
Language: Statements and quotes,57.0,0.341,2
Worries: Goals,56.95,0.341,2
Fears: Bereavement,56.77,0.341,2
Day's happenings: Stories,56.72,0.341,2
Books: Heard about,56.72,0.341,2
Books: Read,56.7,0.341,2
Language: Word play,56.52,0.341,2
Beliefs: Societal,56.48,0.341,2
Worries: Superficiality,56.41,0.341,2
Decisions,56.32,0.341,2
Things never before discussed: Humiliations,56.32,0.341,2
Conflicts and disagreements: Dimensions,56.09,0.341,2
Funny experiences: Lengthy or ongoing,55.89,0.341,2
Childhood: Rebellion,55.64,0.341,2
Language: Editing,55.61,0.341,2
Finest moments: Job,55.59,0.341,2
Conflicts and disagreements: Feelings,55.58,0.341,2
Language: Phrases,55.48,0.341,2
Quotations: Self,55.46,0.341,2
Beliefs: Present,55.44,0.341,2
Beauty: Scientific,55.32,0.341,2
Observations: Processes,55.3,0.341,2
Feelings,55.19,0.341,2
Observations: Oddities,55.17,0.341,2
Worries: Society,54.93,0.341,2
Fears: Other person's,54.88,0.341,2
Childhood: Roles,54.82,0.341,2
Language: Own coinages,54.78,0.341,2
Day's happenings: Feelings,54.75,0.341,2
Worries: The other person,54.47,0.341,2
Dreams: Re: present,54.42,0.341,2
Dreams: Importance,54.42,0.341,2
Childhood: Jobs and duties,54.36,0.341,2
Childhood: Siblings,54.3,0.341,2
Worries: Creations,54.27,0.341,2
Worries: Incompetence,54.22,0.341,2
Worries: Health,54.18,0.341,2
Fears: Society's,54.03,0.341,2
Fears: Childhood,54.02,0.341,2
Language: Favorite words,53.53,0.341,2
Fears: Unknowns,53.42,0.341,2
Observations: Mechanisms,53.26,0.341,2
Mysteries,53.25,0.341,2
Childhood: Parents,53.08,0.341,2
Worries: Future,53.07,0.341,2
Books: Plots,52.94,0.341,2
Childhood: Forces,52.84,0.341,2
Language: Definitions,52.82,0.341,2
Books: Analogous,52.81,0.341,2
Tastes: Literature,52.65,0.341,2
Language: Figures of speech,51.85,0.341,2
Worries: Unpreparedness,51.68,0.341,2
Worries: Job,50.92,0.341,2
Customs: Wilderness,28.28,0.341,2
